0.000000	 1.000000	 1.000000
0.010000	 0.999950	 0.999958
0.020000	 0.999800	 0.999832
0.030000	 0.999550	 0.999621
0.040000	 0.999200	 0.999327
0.050000	 0.998750	 0.998948
0.060000	 0.998201	 0.998486
0.070000	 0.997551	 0.997939
0.080000	 0.996802	 0.997308
0.090000	 0.995953	 0.996593
0.100000	 0.995004	 0.995795
0.110000	 0.993956	 0.994912
0.120000	 0.992809	 0.993945
0.130000	 0.991562	 0.992895
0.140000	 0.990216	 0.991761
0.150000	 0.988771	 0.990543
0.160000	 0.987227	 0.989242
0.170000	 0.985585	 0.987857
0.180000	 0.983844	 0.986388
0.190000	 0.982004	 0.984836
0.200000	 0.980067	 0.983201
0.210000	 0.978031	 0.981482
0.220000	 0.975897	 0.979681
0.230000	 0.973666	 0.977796
0.240000	 0.971338	 0.975829
0.250000	 0.968912	 0.973778
0.260000	 0.966390	 0.971645
0.270000	 0.963771	 0.969430
0.280000	 0.961055	 0.967132
0.290000	 0.958244	 0.964751
0.300000	 0.955336	 0.962288
0.310000	 0.952334	 0.959744
0.320000	 0.949235	 0.957117
0.330000	 0.946042	 0.954409
0.340000	 0.942755	 0.951619
0.350000	 0.939373	 0.948748
0.360000	 0.935897	 0.945795
0.370000	 0.932327	 0.942761
0.380000	 0.928665	 0.939647
0.390000	 0.924909	 0.936451
0.400000	 0.921061	 0.933175
0.410000	 0.917121	 0.929819
0.420000	 0.913089	 0.926383
0.430000	 0.908966	 0.922866
0.440000	 0.904752	 0.919270
0.450000	 0.900447	 0.915594
0.460000	 0.896052	 0.911840
0.470000	 0.891568	 0.908006
0.480000	 0.886995	 0.904093
0.490000	 0.882333	 0.900101
0.500000	 0.877583	 0.896032
0.510000	 0.872745	 0.891884
0.520000	 0.867819	 0.887658
0.530000	 0.862807	 0.883355
0.540000	 0.857709	 0.878974
0.550000	 0.852525	 0.874517
0.560000	 0.847255	 0.869983
0.570000	 0.841901	 0.865372
0.580000	 0.836463	 0.860685
0.590000	 0.830941	 0.855923
0.600000	 0.825336	 0.851084
0.610000	 0.819648	 0.846171
0.620000	 0.813878	 0.841183
0.630000	 0.808028	 0.836120
0.640000	 0.802096	 0.830983
0.650000	 0.796084	 0.825772
0.660000	 0.789992	 0.820488
0.670000	 0.783822	 0.815130
0.680000	 0.777573	 0.809700
0.690000	 0.771246	 0.804198
0.700000	 0.764842	 0.798623
0.710000	 0.758362	 0.792976
0.720000	 0.751806	 0.787259
0.730000	 0.745174	 0.781470
0.740000	 0.738469	 0.775612
0.750000	 0.731689	 0.769683
0.760000	 0.724836	 0.763684
0.770000	 0.717911	 0.757617
0.780000	 0.710914	 0.751480
0.790000	 0.703845	 0.745276
0.800000	 0.696707	 0.739003
0.810000	 0.689498	 0.732663
0.820000	 0.682221	 0.726257
0.830000	 0.674876	 0.719784
0.840000	 0.667463	 0.713245
0.850000	 0.659983	 0.706640
0.860000	 0.652437	 0.699971
0.870000	 0.644827	 0.693237
0.880000	 0.637151	 0.686439
0.890000	 0.629412	 0.679578
0.900000	 0.621610	 0.672654
0.910000	 0.613746	 0.665668
0.920000	 0.605820	 0.658620
0.930000	 0.597834	 0.651511
0.940000	 0.589788	 0.644341
0.950000	 0.581683	 0.637111
0.960000	 0.573520	 0.629822
0.970000	 0.565300	 0.622474
0.980000	 0.557023	 0.615067
0.990000	 0.548690	 0.607603
1.000000	 0.540302	 0.600081
1.010000	 0.531861	 0.592503
1.020000	 0.523366	 0.584870
1.030000	 0.514819	 0.577181
1.040000	 0.506220	 0.569437
1.050000	 0.497571	 0.561640
1.060000	 0.488872	 0.553789
1.070000	 0.480124	 0.545886
1.080000	 0.471328	 0.537931
1.090000	 0.462485	 0.529925
1.100000	 0.453596	 0.521868
1.110000	 0.444662	 0.513761
1.120000	 0.435682	 0.505605
1.130000	 0.426660	 0.497401
1.140000	 0.417595	 0.489148
1.150000	 0.408487	 0.480849
1.160000	 0.399340	 0.472504
1.170000	 0.390152	 0.464113
1.180000	 0.380925	 0.455678
1.190000	 0.371660	 0.447198
1.200000	 0.362358	 0.438675
1.210000	 0.353019	 0.430110
1.220000	 0.343646	 0.421503
1.230000	 0.334238	 0.412855
1.240000	 0.324796	 0.404167
1.250000	 0.315322	 0.395439
1.260000	 0.305817	 0.386674
1.270000	 0.296281	 0.377870
1.280000	 0.286715	 0.369029
1.290000	 0.277121	 0.360153
1.300000	 0.267499	 0.351241
1.310000	 0.257850	 0.342295
1.320000	 0.248175	 0.333315
1.330000	 0.238476	 0.324302
1.340000	 0.228753	 0.315258
1.350000	 0.219007	 0.306183
1.360000	 0.209239	 0.297077
1.370000	 0.199450	 0.287942
1.380000	 0.189641	 0.278779
1.390000	 0.179813	 0.269588
