0.010000	 inf	 -100.010101
0.020000	 9731373610360056503545796476534784.000000	 -50.020409
0.030000	 2956672899346047609151831408640.000000	 -33.364262
0.040000	 9473905974983028019405258752.000000	 -25.041668
0.050000	 110376397536318318301937664.000000	 -20.052631
0.060000	 2909690258937548483067904.000000	 -16.730495
0.070000	 134758536511628693733376.000000	 -14.360983
0.080000	 9427847844836371595264.000000	 -12.586957
0.090000	 903875963650467430400.000000	 -11.210012
0.100000	 111111244301926924288.000000	 -10.111112
0.110000	 16701553038615117824.000000	 -9.214505
0.120000	 2964102203943419904.000000	 -8.469698
0.130000	 604802932252082176.000000	 -7.841733
0.140000	 138976345605537792.000000	 -7.305648
0.150000	 35379816723120128.000000	 -6.843137
0.160000	 9847374314733568.000000	 -6.440476
0.170000	 2964439577919488.000000	 -6.087172
0.180000	 956610281209856.000000	 -5.775067
0.190000	 328429169803264.000000	 -5.497725
0.200000	 119208897675264.000000	 -5.249999
0.210000	 45497284820992.000000	 -5.027727
0.220000	 18173982146560.000000	 -4.827505
0.230000	 7567471280128.000000	 -4.646526
0.240000	 3273101934592.000000	 -4.482455
0.250000	 1466008600576.000000	 -4.333333
0.260000	 678109249536.000000	 -4.197505
0.270000	 323147399168.000000	 -4.073566
0.280000	 158309122048.000000	 -3.960317
0.290000	 79575793664.000000	 -3.856726
0.300000	 40970997760.000000	 -3.761905
0.310000	 21573312512.000000	 -3.675082
0.320000	 11600899072.000000	 -3.595588
0.330000	 6362778112.000000	 -3.522840
0.340000	 3555316992.000000	 -3.456328
0.350000	 2021746176.000000	 -3.395605
0.360000	 1168882944.000000	 -3.340278
0.370000	 686477184.000000	 -3.290004
0.380000	 409202016.000000	 -3.244483
0.390000	 247388608.000000	 -3.203447
0.400000	 151583072.000000	 -3.166667
0.410000	 94074672.000000	 -3.133940
0.420000	 59100084.000000	 -3.105091
0.430000	 37562824.000000	 -3.079968
0.440000	 24141298.000000	 -3.058442
0.450000	 15681559.000000	 -3.040404
0.460000	 10290862.000000	 -3.025765
0.470000	 6819762.500000	 -3.014452
0.480000	 4562196.000000	 -3.006410
0.490000	 3079711.250000	 -3.001601
0.500000	 2097159.250000	 -3.000000
0.510000	 1440129.000000	 -3.001601
0.520000	 996992.875000	 -3.006410
0.530000	 695638.875000	 -3.014452
0.540000	 489062.625000	 -3.025765
0.550000	 346361.125000	 -3.040404
0.560000	 247046.750000	 -3.058441
0.570000	 177428.265625	 -3.079967
0.580000	 128284.375000	 -3.105090
0.590000	 93358.015625	 -3.133939
0.600000	 68372.421875	 -3.166666
0.610000	 50383.882812	 -3.203446
0.620000	 37352.398438	 -3.244481
0.630000	 27854.832031	 -3.290003
0.640000	 20892.080078	 -3.340276
0.650000	 15758.321289	 -3.395602
0.660000	 11951.911133	 -3.456326
0.670000	 9114.232422	 -3.522838
0.680000	 6987.438477	 -3.595586
0.690000	 5385.115723	 -3.675079
0.700000	 4171.750977	 -3.761901
0.710000	 3248.321289	 -3.856723
0.720000	 2542.091309	 -3.960313
0.730000	 1999.367188	 -4.073562
0.740000	 1580.316650	 -4.197500
0.750000	 1255.248169	 -4.333327
0.760000	 1001.926758	 -4.482450
0.770000	 803.623535	 -4.646520
0.780000	 647.696777	 -4.827497
0.790000	 524.551392	 -5.027718
0.800000	 426.872375	 -5.249989
0.810000	 349.060059	 -5.497714
0.820000	 286.810242	 -5.775054
0.830000	 236.800446	 -6.087156
0.839999	 196.456345	 -6.440457
0.849999	 163.774994	 -6.843115
0.859999	 137.192352	 -7.305622
0.869999	 115.482201	 -7.841702
0.879999	 97.679672	 -8.469660
0.889999	 83.022812	 -9.214459
0.899999	 70.907562	 -10.111055
0.909999	 60.853508	 -11.209943
0.919999	 52.477074	 -12.586866
0.929999	 45.470997	 -14.360864
0.939999	 39.588310	 -16.730331
0.949999	 34.629807	 -20.052389
0.959999	 30.434280	 -25.041281
0.969999	 26.870815	 -33.363564
0.979999	 23.832788	 -50.018818
0.989999	 21.233049	 -100.003639
0.999999	 19.000145	 -1525201.500000
1.009999	 17.075270	 100.015953
1.019999	 15.409968	 50.021145
1.029999	 13.964089	 33.363152
1.039999	 12.704306	 25.038857
1.049999	 11.602867	 20.047876
1.059999	 10.636587	 16.723452
1.069999	 9.786050	 14.351270
1.079999	 9.034931	 12.574179
1.089999	 8.369477	 11.193764
1.099999	 7.778065	 10.090978
1.109999	 7.250839	 9.190065
1.119999	 6.779424	 8.440525
1.129999	 6.356679	 7.807394
1.139999	 5.976495	 7.265701
