0.010000	 6.985770	 -3.907180	 117.937866
0.030000	 6.209556	 1.305008	 114.760919
0.050000	 5.987693	 6.275501	 111.971978
0.070000	 6.263453	 11.386114	 109.556242
0.090000	 7.022042	 17.026510	 107.596059
0.110000	 8.287854	 23.602311	 106.284180
0.130000	 10.122508	 31.536855	 105.967681
0.150000	 12.622207	 41.250171	 107.227384
0.170000	 15.911006	 53.087402	 110.996430
0.190000	 20.123174	 67.149259	 118.704089
0.210000	 25.362697	 82.956130	 132.371861
0.230000	 31.622472	 98.888212	 154.449125
0.250000	 38.647699	 111.479485	 186.949192
0.270000	 45.757625	 115.054363	 229.358319
0.290000	 51.723555	 102.856487	 275.615577
0.310000	 54.914617	 70.848000	 312.993578
0.330000	 53.888339	 22.890385	 327.494502
0.350000	 48.203350	 -28.275920	 314.506272
0.370000	 38.771340	 -68.405471	 283.242310
0.390000	 27.343502	 -91.188293	 248.778810
0.410000	 15.593938	 -99.728445	 221.855587
0.430000	 4.546079	 -100.841101	 206.201033
0.450000	 -5.437420	 -99.793028	 201.414271
0.470000	 -14.360773	 -98.593326	 205.986691
0.490000	 -22.273502	 -96.305662	 218.372792
0.510000	 -29.029806	 -89.835487	 236.476993
0.530000	 -34.162179	 -75.214474	 256.504730
0.550000	 -36.939346	 -50.134052	 272.531855
0.570000	 -36.690662	 -17.139821	 278.428215
0.590000	 -33.289834	 16.016870	 271.853077
0.610000	 -27.392970	 41.321157	 256.287844
0.630000	 -20.137496	 55.921929	 238.133317
0.650000	 -12.585528	 62.057361	 222.344411
0.670000	 -5.400595	 63.494078	 210.975558
0.690000	 1.141540	 63.087094	 204.170703
0.710000	 7.000148	 62.307138	 201.391998
0.730000	 12.228481	 61.591059	 202.035637
0.750000	 16.884700	 60.747711	 205.564237
0.770000	 20.985123	 59.241433	 211.418744
0.790000	 24.485628	 56.399692	 218.873493
0.810000	 27.284513	 51.613199	 226.934415
0.830000	 29.245234	 44.551124	 234.359480
0.850000	 30.236435	 35.349271	 239.847306
0.870000	 30.180202	 24.680503	 242.357460
0.890000	 29.092152	 13.630349	 241.421343
0.910000	 27.096172	 3.394644	 237.267157
0.930000	 24.406228	 -5.068265	 230.679787
0.950000	 21.283050	 -11.264173	 222.682185
0.970000	 17.984170	 -15.186421	 214.215963
0.990000	 14.724985	 -17.179408	 205.953669
1.010000	 11.659260	 -17.749837	 198.264367
1.030000	 8.877538	 -17.413456	 191.276855
1.050000	 6.416695	 -16.609580	 184.972494
