0.010000	 1.010100
0.020000	 1.020403
0.030000	 1.030909
0.040000	 1.041622
0.050000	 1.052542
0.060000	 1.063673
0.070000	 1.075016
0.080000	 1.086574
0.090000	 1.098349
0.100000	 1.110342
0.110000	 1.122556
0.120000	 1.134994
0.130000	 1.147657
0.140000	 1.160548
0.150000	 1.173668
0.160000	 1.187022
0.170000	 1.200610
0.180000	 1.214435
0.190000	 1.228499
0.200000	 1.242806
0.210000	 1.257356
0.220000	 1.272153
0.230000	 1.287200
0.240000	 1.302498
0.250000	 1.318051
0.260000	 1.333860
0.270000	 1.349929
0.280000	 1.366260
0.290000	 1.382855
0.300000	 1.399718
0.310000	 1.416850
0.320000	 1.434256
0.330000	 1.451936
0.340000	 1.469895
0.350000	 1.488135
0.360000	 1.506659
0.370000	 1.525469
0.380000	 1.544569
0.390000	 1.563962
0.400000	 1.583649
0.410000	 1.603636
0.420000	 1.623923
0.430000	 1.644515
0.440000	 1.665414
0.450000	 1.686624
0.460000	 1.708148
0.470000	 1.729988
0.480000	 1.752149
0.490000	 1.774632
0.500000	 1.797443
0.510000	 1.820582
0.520000	 1.844055
0.530000	 1.867865
0.540000	 1.892014
0.550000	 1.916506
0.560000	 1.941345
0.570000	 1.966534
0.580000	 1.992077
0.590000	 2.017977
0.600000	 2.044238
0.610000	 2.070863
0.620000	 2.097856
0.630000	 2.125221
0.640000	 2.152962
0.650000	 2.181082
0.660000	 2.209585
0.670000	 2.238475
0.680000	 2.267755
0.690000	 2.297431
0.700000	 2.327505
0.710000	 2.357983
0.720000	 2.388866
0.730000	 2.420161
0.740000	 2.451871
0.750000	 2.484000
0.760000	 2.516552
0.770000	 2.549533
0.780000	 2.582945
0.790000	 2.616793
0.800000	 2.651082
0.810000	 2.685816
0.820000	 2.721000
0.830000	 2.756637
0.840000	 2.792734
0.850000	 2.829294
0.860000	 2.866321
0.870000	 2.903822
0.880000	 2.941799
0.890000	 2.980259
0.900000	 3.019206
0.910000	 3.058645
0.920000	 3.098581
0.930000	 3.139018
0.940000	 3.179963
0.950000	 3.221419
0.960000	 3.263393
0.970000	 3.305889
0.980000	 3.348912
0.990000	 3.392469
1.000000	 3.436564
1.010000	 3.481202
1.020000	 3.526390
1.030000	 3.572132
1.040000	 3.618434
1.050000	 3.665302
1.060000	 3.712742
1.070000	 3.760759
1.080000	 3.809359
1.090000	 3.858548
1.100000	 3.908332
1.110000	 3.958717
1.120000	 4.009708
1.130000	 4.061313
1.140000	 4.113537
1.150000	 4.166386
1.160000	 4.219867
1.170000	 4.273985
1.180000	 4.328748
1.190000	 4.384162
1.200000	 4.440234
1.210000	 4.496969
1.220000	 4.554375
1.230000	 4.612459
1.240000	 4.671227
1.250000	 4.730686
1.260000	 4.790843
1.270000	 4.851705
1.280000	 4.913279
1.290000	 4.975573
1.300000	 5.038593
1.310000	 5.102347
1.320000	 5.166843
1.330000	 5.232087
1.340000	 5.298087
1.350000	 5.364851
1.360000	 5.432387
1.370000	 5.500701
1.380000	 5.569803
1.390000	 5.639700
1.400000	 5.710400
1.410000	 5.781911
1.420000	 5.854241
1.430000	 5.927398
1.440000	 6.001392
1.450000	 6.076229
1.460000	 6.151919
1.470000	 6.228470
1.480000	 6.305891
1.490000	 6.384191
1.500000	 6.463378
1.510000	 6.543462
1.520000	 6.624450
1.530000	 6.706354
1.540000	 6.789181
1.550000	 6.872940
1.560000	 6.957642
1.570000	 7.043296
1.580000	 7.129912
1.590000	 7.217498
1.600000	 7.306065
1.610000	 7.395622
1.620000	 7.486181
1.630000	 7.577749
1.640000	 7.670339
1.650000	 7.763960
1.660000	 7.858622
1.670000	 7.954336
1.680000	 8.051112
1.690000	 8.148961
1.700000	 8.247895
1.710000	 8.347923
1.720000	 8.449057
1.730000	 8.551308
1.740000	 8.654687
1.750000	 8.759205
1.760000	 8.864875
1.770000	 8.971707
1.780000	 9.079713
1.790000	 9.188905
1.800000	 9.299295
1.810000	 9.410895
1.820000	 9.523717
1.830000	 9.637773
1.840000	 9.753077
1.850000	 9.869639
1.860000	 9.987474
1.870000	 10.106593
1.880000	 10.227010
1.890000	 10.348737
1.900000	 10.471789
1.910000	 10.596178
1.920000	 10.721917
1.930000	 10.849020
1.940000	 10.977502
1.950000	 11.107375
1.960000	 11.238654
1.970000	 11.371353
1.980000	 11.505486
1.990000	 11.641068
2.000000	 11.778112
2.010000	 11.916635
2.020000	 12.056650
2.030000	 12.198173
2.040000	 12.341218
2.050000	 12.485802
2.060000	 12.631940
2.070000	 12.779646
2.080000	 12.928938
2.090000	 13.079830
2.100000	 13.232340
2.110000	 13.386483
2.120000	 13.542275
2.130000	 13.699734
2.140000	 13.858875
2.150000	 14.019717
2.160000	 14.182275
2.170000	 14.346568
2.180000	 14.512613
2.190000	 14.680426
2.200000	 14.850027
2.210000	 15.021433
2.220000	 15.194662
2.230000	 15.369732
2.240000	 15.546663
2.250000	 15.725472
2.260000	 15.906178
2.270000	 16.088802
2.280000	 16.273361
2.290000	 16.459875
2.300000	 16.648365
2.310000	 16.838849
2.320000	 17.031349
2.330000	 17.225883
2.340000	 17.422473
2.350000	 17.621139
2.360000	 17.821903
2.370000	 18.024785
2.380000	 18.229806
2.390000	 18.436988
2.400000	 18.646353
2.410000	 18.857922
2.420000	 19.071719
2.430000	 19.287764
2.440000	 19.506081
2.450000	 19.726693
2.460000	 19.949623
2.470000	 20.174894
2.480000	 20.402529
2.490000	 20.632552
2.500000	 20.864988
2.510000	 21.099860
2.520000	 21.337193
2.530000	 21.577012
2.540000	 21.819342
2.550000	 22.064208
2.560000	 22.311635
2.570000	 22.561649
2.580000	 22.814276
2.590000	 23.069543
2.600000	 23.327476
2.610000	 23.588102
2.620000	 23.851447
2.630000	 24.117540
2.640000	 24.386407
2.650000	 24.658077
2.660000	 24.932578
2.670000	 25.209938
2.680000	 25.490187
2.690000	 25.773352
2.700000	 26.059463
2.710000	 26.348551
2.720000	 26.640644
2.730000	 26.935774
2.740000	 27.233970
2.750000	 27.535264
2.760000	 27.839686
2.770000	 28.147268
2.780000	 28.458042
2.790000	 28.772040
2.800000	 29.089294
2.810000	 29.409836
2.820000	 29.733701
2.830000	 30.060922
2.840000	 30.391531
2.850000	 30.725564
2.860000	 31.063054
2.870000	 31.404036
2.880000	 31.748546
2.890000	 32.096619
2.900000	 32.448291
2.910000	 32.803597
2.920000	 33.162575
2.930000	 33.525261
2.940000	 33.891693
2.950000	 34.261907
2.960000	 34.635944
2.970000	 35.013839
2.980000	 35.395633
2.990000	 35.781365
3.000000	 36.171074
3.010000	 36.564800
3.020000	 36.962583
3.030000	 37.364465
3.040000	 37.770486
3.050000	 38.180689
3.060000	 38.595114
3.070000	 39.013805
3.080000	 39.436805
3.090000	 39.864156
3.100000	 40.295903
3.110000	 40.732089
3.120000	 41.172759
3.130000	 41.617959
3.140000	 42.067734
3.150000	 42.522129
3.160000	 42.981192
3.170000	 43.444969
3.180000	 43.913507
3.190000	 44.386855
3.200000	 44.865060
3.210000	 45.348172
3.220000	 45.836240
3.230000	 46.329314
3.240000	 46.827443
3.250000	 47.330680
3.260000	 47.839074
3.270000	 48.352679
3.280000	 48.871545
3.290000	 49.395727
3.300000	 49.925278
3.310000	 50.460251
3.320000	 51.000701
3.330000	 51.546683
3.340000	 52.098253
3.350000	 52.655467
3.360000	 53.218382
3.370000	 53.787054
3.380000	 54.361542
3.390000	 54.941905
3.400000	 55.528200
3.410000	 56.120489
3.420000	 56.718830
3.430000	 57.323285
3.440000	 57.933916
3.450000	 58.550785
