 x		y for A=0.5		y for A=1		y for A=2		0.000000	 0.353553	 0.707106	 1.414213
0.099833	 0.416746	 0.833492	 1.666984
0.198669	 0.463324	 0.926649	 1.853297
0.295520	 0.491431	 0.982863	 1.965726
0.389418	 0.499947	 0.999893	 1.999787
0.479426	 0.488531	 0.977061	 1.954123
0.564642	 0.457639	 0.915277	 1.830554
0.644218	 0.408502	 0.817003	 1.634007
0.717356	 0.343079	 0.686158	 1.372317
0.783327	 0.263979	 0.527959	 1.055917
0.841471	 0.174355	 0.348711	 0.697421
0.891207	 0.077780	 0.155561	 0.311121
0.932039	 -0.021896	 -0.043791	 -0.087582
0.963558	 -0.120699	 -0.241397	 -0.482794
0.985450	 -0.214690	 -0.429379	 -0.858758
0.997495	 -0.300122	 -0.600243	 -1.200487
0.999574	 -0.373589	 -0.747178	 -1.494355
0.991665	 -0.432162	 -0.864324	 -1.728649
0.973848	 -0.473507	 -0.947013	 -1.894026
0.946300	 -0.495974	 -0.991947	 -1.983895
0.909297	 -0.498668	 -0.997336	 -1.994672
0.863209	 -0.481482	 -0.962964	 -1.925928
0.808496	 -0.445101	 -0.890202	 -1.780403
0.745705	 -0.390975	 -0.781950	 -1.563900
0.675463	 -0.321262	 -0.642524	 -1.285049
0.598472	 -0.238742	 -0.477483	 -0.954967
0.515502	 -0.146703	 -0.293407	 -0.586813
0.427380	 -0.048816	 -0.097633	 -0.195266
0.334989	 0.051017	 0.102033	 0.204067
0.239250	 0.148816	 0.297632	 0.595263
0.141121	 0.240682	 0.481365	 0.962729
0.041581	 0.322953	 0.645907	 1.291814
-0.058373	 0.392350	 0.784699	 1.569398
-0.157745	 0.446104	 0.892208	 1.784415
-0.255540	 0.482074	 0.964147	 1.928294
-0.350782	 0.498824	 0.997649	 1.995298
-0.442519	 0.495689	 0.991378	 1.982755
-0.529835	 0.472792	 0.945584	 1.891167
-0.611857	 0.431046	 0.862092	 1.724183
-0.687765	 0.372116	 0.744232	 1.488464
-0.756801	 0.298350	 0.596701	 1.193401
-0.818276	 0.212691	 0.425382	 0.850763
-0.871575	 0.118552	 0.237104	 0.474208
-0.916165	 0.019687	 0.039374	 0.078747
-0.951602	 -0.079963	 -0.159926	 -0.319853
-0.977530	 -0.176425	 -0.352850	 -0.705701
-0.993691	 -0.265854	 -0.531708	 -1.063415
-0.999923	 -0.344684	 -0.689367	 -1.378735
-0.996165	 -0.409772	 -0.819544	 -1.639089
-0.982453	 -0.458524	 -0.917049	 -1.834097
-0.958925	 -0.488997	 -0.977993	 -1.955986
-0.925816	 -0.499974	 -0.999948	 -1.999896
-0.883456	 -0.491019	 -0.982039	 -1.964077
-0.832269	 -0.462489	 -0.924978	 -1.849957
-0.772766	 -0.415521	 -0.831042	 -1.662084
-0.705542	 -0.351987	 -0.703975	 -1.407950
-0.631269	 -0.274421	 -0.548843	 -1.097685
-0.550688	 -0.185915	 -0.371830	 -0.743659
-0.464605	 -0.089997	 -0.179993	 -0.359986
-0.373880	 0.009510	 0.019019	 0.038039
-0.279419	 0.108637	 0.217273	 0.434547
-0.182166	 0.203433	 0.406865	 0.813731
-0.083093	 0.290119	 0.580237	 1.160474
0.016810	 0.365238	 0.730477	 1.460953
0.116546	 0.425797	 0.851594	 1.703189
0.215116	 0.469381	 0.938762	 1.877524
0.311538	 0.494252	 0.988504	 1.977008
0.404846	 0.499419	 0.998838	 1.997675
0.494110	 0.484675	 0.969351	 1.938701
0.578436	 0.450609	 0.901219	 1.802438
0.656983	 0.398579	 0.797159	 1.594317
0.728966	 0.330659	 0.661318	 1.322636
0.793665	 0.249556	 0.499113	 0.998226
0.850434	 0.158505	 0.317010	 0.634019
0.898706	 0.061134	 0.122268	 0.244537
0.937998	 -0.038674	 -0.077347	 -0.154695
0.967918	 -0.136940	 -0.273880	 -0.547759
0.988167	 -0.229746	 -0.459492	 -0.918984
0.998543	 -0.313394	 -0.626788	 -1.253576
0.998942	 -0.384548	 -0.769096	 -1.538191
0.989359	 -0.440370	 -0.880741	 -1.761481
0.969891	 -0.478637	 -0.957274	 -1.914547
0.940732	 -0.497822	 -0.995644	 -1.991288
0.902174	 -0.497160	 -0.994321	 -1.988641
0.854601	 -0.476678	 -0.953357	 -1.906713
0.798489	 -0.437192	 -0.874385	 -1.748770
0.734399	 -0.380277	 -0.760554	 -1.521108
0.662971	 -0.308201	 -0.616402	 -1.232804
0.584919	 -0.223838	 -0.447676	 -0.895352
0.501023	 -0.130551	 -0.261102	 -0.522205
